,id,original,translation
154,63738-1502819528225-24151," Some of your French crowns have no hair at all, and  then you will play barefaced. ","Some French heads have no hair at all , so maybe you could play the role clean-shaven."
155,63738-1502819542511-72769," But masters, here are your parts. And I am to entreat you, request you, and desire you to con them by tomorrow night and meet me in the  palace wood, a mile without the town, by moonlight. "," But, gentlemen, here are your scripts. I beg you, ask you, and desire you to please learn your lines by tomorrow night. Then meet me by moonlight in the duke’s forest a mile outside of town."
156,63738-1502819553555-28117,"   There will we rehearse, for if we meet in the city we  shall be dogged with company, and our devices known. "," There we will rehearse, because if we do it in the city, we’ll be bothered by crowds of people and everyone will know what we're going to perform."
157,63738-1502819560570-7065," In  the meantime I will draw a bill of properties such as  our play wants. I pray you, fail me not. "," In the meantime, I’ll make a list of props that we’ll need for the play. Now, I beg you, don't miss the rehearsal."
158,f92cf9cd-05f4-3684-3830-7955bef5a525," We will meet, and there we may rehearse most obscenely  and courageously. Take pains. Be perfect. Adieu. ",@
159,a9a462fb-0d7c-3fd8-fbf7-93dee1343806, At the duke’s oak we meet. ,We’ll meet at the giant oak tree in the duke’s forest.
160,662d5fac-2d76-98cb-b4a7-fb7af628e892," How now, spirit? Whither wander you? ","How are you, spirit? Where are you going?"
161,63744-1502820309142-80530," Over hill, over dale,   Thorough bush, thorough brier,   Over park, over pale,   Thorough flood, thorough fire. ","Over hill, over valley, through bush, through thorn, over park, over fenced-in pastures, through water, through fire."
162,63744-1502820318245-93191, I do wander everywhere   Swifter than the moon’s sphere. , I wander everywhere faster than the moon revolves around the Earth.
163,63744-1502820354607-33842," And I serve the fairy queen   To dew her orbs upon the green.   The cowslips tall her pensioners be:   In their gold coats spots you see.   Those be rubies, fairy favors.   In those freckles live their savors. "," I serve the fairy queen, decorating the grass with dew. The tall cowslip flowers are her bodyguards: the spots you see on their gold coats are rubies, fairy gifts.  Their sweet smells come from those spots."
164,63744-1502820361973-33725, I must go seek some dewdrops here   And hang a pearl in every cowslip’s ear. ,"Now I must go find some dewdrops, and hang a pearl of dew in every cowslip flower."
165,63744-1502820367392-55871," Farewell, thou lob of spirits. I’ll be gone.   Our queen and all our elves come here anon. "," Farewell, you silly unsophisticated spirit. I must go. The queen and her elves will be here soon."
166,63745-1502821061070-57985, The king doth keep his revels here tonight.   Take heed the queen come not within his sight.   For Oberon is passing fell and wrath ,"The king is having a party here tonight. Be careful that the queen doesn’t come within his sight, because King Oberon is beyond angry."
167,63745-1502821071513-50563," Because that she, as her attendant hath   A lovely boy stolen from an Indian king.   She never had so sweet a changeling. "," She stole an charming boy from an Indian king to be her servant. She’s never  kidnapped  such an adorable human child,"
168,63745-1502821081212-43434," And jealous Oberon would have the child   Knight of his train, to trace the forests wild. "," and Oberon is jealous. He wants the child to be a knight within his own retinue, to wander with him through the wild forests."
169,63745-1502821156739-57577," But she perforce withholds the lovèd boy,   Crowns him with flowers, and makes him all her joy. ", But the queen refuses to give up the beloved boy. Instead she crowns the boy’s head with flowers and treasures him.
170,63745-1502821164780-78085," And now they never meet in grove or green,   By fountain clear or spangled starlight sheen. "," Now Oberon and Titania refuse to meet each other, whether in the forest or the fields, by the clear water of a stream, or beneath the stars."
171,63745-1502821171464-4662," But they do square, that all their elves for fear   Creep into acorn cups and hide them there. "," They just argue, so that all their elves get frightened and sneak off to hide in acorns."
172,63746-1502821182613-54084," Either I mistake your shape and making quite,   Or else you are that shrewd and knavish sprite   Called Robin Goodfellow. ","Either I’m completely mistaken, or else you’re that mischievous and naughty spirit named Robin Goodfellow."
173,63746-1502821197600-66138," Are not you he   That frights the maidens of the villagery,   Skim milk, and sometimes labor in the quern   And bootless make the breathless housewife churn, "," Aren’t you the one who plays pranks on the maidens in the village, skimming the cream off the milk; clogging up the flour mill so they can't grind grain into flour; and making housewives breathless by keeping their milk from turning into butter no matter how much they churn?"
174,63746-1502821212950-8084," And sometime make the drink to bear no barm,   Mislead night-wanderers, laughing at their harm? "," Don't you stop beer from foaming, and lead people out at night the wrong way while you laugh at them?"
175,63746-1502821218882-37550," Those that “Hobgoblin” call you, and “sweet Puck,”   You do their work, and they shall have good luck.   Are not you he? "," But those who call you “Hobgoblin,” or “sweet Puck""— you do their work for them and make sure they have good luck. Aren't you him?"
176,63747-1502821228352-29635, Thou speak’st aright.   I am that merry wanderer of the night.   I jest to Oberon and make him smile ,You are correct. I am the mischievous wanderer of the night. I joke to Oberon and make him smile.
177,63747-1502821237633-56176," When I a fat and bean-fed horse beguile,   Neighing in likeness of a filly foal.   And sometime lurk I in a gossip’s bowl   In very likeness of a roasted crab, "," Sometimes I’ll trick a fat, well-fed horse by neighing as if I'm a young filly. Sometimes I hide at the bottom of an old gossipy woman’s cup in the form of a crab apple."
178,63747-1502821249622-98930," And when she drinks, against her lips I bob   And on her withered dewlap pour the ale.   The wisest aunt telling the saddest tale   Sometime for three-foot stool mistaketh me. ","When she drinks, I bob against her lips so that she spills the beer on her old wrinkly neck. Sometimes an old woman telling a sad story will mistake me for a three-legged stool and try to sit on me."
179,63747-1502821260917-41924," Then slip I from her bum, down topples she,   And “Tailor!” cries, and falls into a cough,   And then the whole quire hold their hips and laugh, "," Then I slip out from underneath her butt and she falls down, crying, “I'm sitting cross-legged like a tailor!” Then she starts to cough, and everyone around holds their bellies and laughs."
180,63747-1502821268533-49618," And waxen in their mirth, and neeze, and swear   A merrier hour was never wasted there. "," Their laughter grows, and they sneeze, and I swear none of them has ever wasted an hour in greater fun."
181,63747-1502821275418-53735," But, room, fairy! Here comes Oberon. "," But make room, fairy! Here comes Oberon."
182,003877bd-30b8-a17d-f53d-a93eaa499523, And here my mistress. Would that he were gone! ,And here’s my queen. I wish he’d go away!
183,ac942e97-469d-3165-c1b3-54e61a8d5ea0," Ill met by moonlight, proud Titania. ","I'm not glad to see you this night, proud Titania."
184,b758e5ea-107e-c4cb-b44e-1f830dcdc152," What, jealous Oberon? Fairies, skip hence. I have forsworn his bed and company. ","What, are you jealous, Oberon? Fairies, let’s leave this place. I’ve sworn I’ll never sleep with him or be near him again."
185,bdc5387b-f9e2-4aae-ef2e-13cfb1a5ff83," Tarry, rash wanton. Am not I thy lord? ","Wait, you impulsive and willful creature. Am I not your lord and husband?"
186,63753-1502821307686-39852," Then I must be thy lady. But I know   When thou hast stolen away from Fairyland,   And in the shape of Corin sat all day,   Playing on pipes of corn and versing love   To amorous Phillida. ","If you were, then I would have to be your lady and wife, to whom you are faithful. But I know that you snuck away from Fairyland disguised as a  shepherd , and spent all day playing music and reciting love poems to an infatuated shepherdess."
187,63753-1502821316175-57002," Why art thou here,   Come from the farthest steep of India? "," Why have you come here, all the way from the furthest mountains of India?"
188,63753-1502821323789-36500," But that, forsooth, the bouncing Amazon,   Your buskined mistress and your warrior love,   To Theseus must be wedded, and you come   To give their bed joy and prosperity. ","Because, of course, that bouncing Amazon Hippolyta—your half-boot-wearing mistress and warrior lover—is getting married to Theseus, and you’ve come to bless their wedding bed with joy and prosperity."
189,63754-1502821339800-28952," How canst thou thus for shame, Titania,   Knowing I know thy love to Theseus? ","How can you shamelessly make insinuations about my relationship with Hippolyta, when you know that I know about your love for Theseus?"
